277	_file4seqReadInitDo@20	CB63
278	_file4seqWrite@12	CB63
279	_file4seqWriteDelay@4	CB63
280	_file4seqWriteFlush@4	CB63
281	_file4seqWriteInit@20	CB63
282	_file4seqWriteRepeat@12	CB63
283	_file4unlock@12	CB63
284	_file4write@16	CB63
285	_group4create@12	CB63
286	_group4footerFirst@4	CB63
287	_group4footerNext@8	CB63
288	_group4footerPrev@8	CB63
289	_group4free@4	CB63
290	_group4headerFirst@4	CB63
291	_group4headerNext@8	CB63
292	_group4headerPrev@8	CB63
293	_group4numFooters@4	CB63
294	_group4positionSet@8	CB63
295	_group4repeatHeader@8	CB63
296	_group4resetExprSet@8	CB63
297	_group4resetPage@8	CB63
298	_group4resetPageNum@8	CB63
299	_group4swapFooter@8	CB63
300	_group4swapHeader@8	CB63
301	_i4close@4	CB63
302	_i4create@12	CB63
303	_i4fileName@4	CB63
304	_i4open@8	CB63
305	_i4reindex@4	CB63
306	_i4tag@8	CB63
307	_i4tagAdd@8	CB63
308	_i4tagInfo@4	CB63
309	_l4addAfter@12	CB63
310	_l4addBefore@12	CB63
311	_l4addLow@8	CB63
312	_l4firstLow@4	CB63
313	_l4lastLow@4	CB63
314	_l4nextLow@8	CB63
315	_l4pop@4	CB63
316	_l4prev@8	CB63
317	_l4remove@8	CB63
318	_mem4alloc2Default@8	CB63
319	_mem4allocDefault@4	CB63
320	_mem4checkMemory@0	CB63
321	_mem4createAllocDefault@24	CB63
322	_mem4createDefault@20	CB63
323	_mem4freeCheck@4	CB63
324	_mem4freeDefault@8	CB63
325	_mem4release@4	CB63
326	_obj4bitmapFieldCreate@24	CB63
327	_obj4bitmapFieldFree@4	CB63
328	_obj4bitmapFileCreate@24	CB63
329	_obj4bitmapFileFree@4	CB63
330	_obj4bitmapStaticCreate@24	CB63
331	_obj4bitmapStaticFree@4	CB63
332	_obj4brackets@8	CB63
333	_obj4calcCreate@24	CB63
334	_obj4calcFree@4	CB63
335	_obj4dataFieldSet@20	CB63
336	_obj4dateFormat@8	CB63
337	_obj4decimals@8	CB63
338	_obj4delete@4	CB63
339	_obj4displayOnce@8	CB63
340	_obj4displayZero@8	CB63
341	_obj4exprCreate@24	CB63
342	_obj4exprFree@4	CB63
343	_obj4fieldCreate@24	CB63
344	_obj4fieldFree@4	CB63
345	_obj4frameCorners@8	CB63
346	_obj4frameCreate@20	CB63
347	_obj4frameFill@8	CB63
348	_obj4frameFree@4	CB63
349	_obj4justify@8	CB63
350	_obj4leadingZero@8	CB63
351	_obj4lineCreate@20	CB63
352	_obj4lineFree@4	CB63
353	_obj4lineWidth@8	CB63
354	_obj4lookAhead@8	CB63
355	_obj4numericType@8	CB63
356	_obj4remove@4	CB63
357	_obj4style@8	CB63
358	_obj4textCreate@24	CB63
359	_obj4textFree@4	CB63
360	_obj4totalCreate@24	CB63
361	_obj4totalFree@4	CB63
362	_relate4bottom@4	CB63
363	_relate4changed@4	CB63
364	_relate4createSlave@16	CB63
365	_relate4doAll@4	CB63
366	_relate4doOne@4	CB63
367	_relate4eof@4	CB63
368	_relate4errorAction@8	CB63
369	_relate4free@8	CB63
370	_relate4freeRelate@8	CB63
371	_relate4init@4	CB63
372	_relate4lockAdd@4	CB63
373	_relate4lookup_data@8	CB63
374	_relate4matchLen@8	CB63
375	_relate4next@4	CB63
376	_relate4optimizeable@4	CB63
377	_relate4querySet@8	CB63
378	_relate4retrieve2@24	CB63
379	_relate4retrieve@16	CB63
380	_relate4save2@20	CB63
381	_relate4save@12	CB63
382	_relate4skip@8	CB63
